shape_aspect_ratio,shape_circularity,shape_solidity,shape_extent,shape_eccentricity,shape_hu_1,shape_hu_2,shape_hu_3,color_h_mean,color_h_std,color_s_mean,color_s_std,color_v_mean,color_v_std,color_l_mean,color_l_std,color_a_mean,color_a_std,color_b_mean,color_b_std,color_r_mean,color_r_std,color_g_mean,color_g_std,color_b_rgb_mean,color_b_rgb_std,full_color_h_mean,full_color_h_std,full_color_s_mean,full_color_s_std,full_color_v_mean,full_color_v_std,full_color_l_mean,full_color_l_std,full_color_a_mean,full_color_a_std,full_color_b_mean,full_color_b_std,full_color_r_mean,full_color_r_std,full_color_g_mean,full_color_g_std,full_color_b_rgb_mean,full_color_b_rgb_std,texture_lbp_0,texture_lbp_1,texture_lbp_2,texture_lbp_3,texture_lbp_4,texture_lbp_5,texture_lbp_6,texture_lbp_7,texture_lbp_8,texture_lbp_9,vein_density,vein_thickness,vein_length,vein_branch_points,vein_spread_x,vein_spread_y,color_non_green_percentage,filename,label
0.6050955414012739,0.4597980229390334,0.902695736852233,0.5766230863783663,0.7122197102275867,0.7675637168529328,2.5547471737104464,3.830542110887172,45.17977268941481,3.3042790904163555,202.12094614507387,56.35497207213816,129.11969042707224,42.402389352569784,124.50773291646912,42.45504614274399,97.08313365708648,4.235719827976742,170.03105980036648,7.987335662778237,83.00754712145869,46.831991781617674,129.11969042707224,42.402389352569784,35.27734710351985,44.61955029402519,66.76470061297877,35.17710870730971,130.61172465863865,101.97195393613558,174.90498189217203,59.60054608489306,171.9548903932534,61.07992071955712,107.54076500774222,15.277116740638311,156.87442253304837,22.40157644653446,144.5944102478789,80.12570179873514,174.27765762768257,58.79897717831953,109.24125001599631,107.18308332877848,0.08268518637161565,0.08481221890496266,0.049818689696705665,0.08993759850338916,0.13784708429968096,0.13829555501454327,0.08806683494996348,0.09376881975321297,0.09749753341106826,0.13727047909485796,0.12818574375664699,2.451946258544922,0.12818574375664699,2772.0,0.14339486416728708,0.1917347909030264,0.0012797051559321204,hibiscus_gen_1.png,0
1.4708520179372198,0.6584769074449888,0.9436835963888718,0.7352756206934267,0.7308203050905899,0.7543999476522527,2.4438613719506335,3.294405600013775,33.71991295688415,2.7476046440486526,225.6087854534725,40.68549355941093,158.1251798030465,51.62868612636248,156.38251023494266,49.97017625144155,107.19319145797219,4.41655509204804,186.4884741636853,12.885237507863627,142.88999741821266,55.38149143732177,157.5934422601704,51.29446569821366,24.184302733006305,35.865079320968164,32.68494783358087,2.362273439461836,217.48372664429652,42.24777144381342,183.1352843024002,31.23077096856901,180.68525954856335,29.372094926930757,106.45061151145094,4.967487343500778,193.21915396886519,9.305477100117168,168.906888901113,34.80926978382067,182.20575022461816,31.058927115530647,29.90461521535838,35.79863631787156,0.01573046140227935,0.033618559362667354,0.037030206911813524,0.14404529192638219,0.3831556817762697,0.2253162689484749,0.06708958802050677,0.032272341681112385,0.026278906797477224,0.03546269317301663,0.06480286209567367,4.270589351654053,0.06480286209567367,415.0,0.15971418462022574,0.12137934340600844,0.00570255056200375,leaf1.jpeg,0
1.2880794701986755,0.2746834869961084,0.7841723265414835,0.501230017535198,0.7516267672148302,0.657126102504864,2.0527132990675296,2.370671676246974,34.6136950791246,3.7995948530551553,214.41320815854695,43.54990276498182,143.4841269146225,55.98331857620361,141.28992792524542,54.12409025529446,107.51224745373817,7.111660774333881,179.56743762424796,13.760272689577459,125.39442318302434,56.73422784851742,142.49376023540333,55.69268394036274,29.372975907940482,36.13526775859705,29.882476403857794,7.782077907728456,199.71482468677974,48.69310493005623,143.9401823308997,46.744108304210584,138.22657447109876,45.529801962692936,113.99683238691235,13.73043931894983,176.0099020100179,16.33175314984999,130.40406381581488,45.760374120295516,135.72152045428209,48.55319846834348,32.73684346068168,35.657802073484355,0.01710352316813648,0.0284445689964707,0.0282256298878156,0.13794039601705974,0.4304518027446207,0.22245089195792866,0.05125802411833221,0.02544072442572272,0.02433727131810101,0.03434716736581222,0.058798287020413884,4.237316608428955,0.058798287020413884,877.0,0.2385249190720745,0.23706666572114204,0.2648369194318899,leaf2.jpeg,0
0.8,0.30826529984002515,0.7737645619447843,0.5405023781212842,0.8035262597047585,0.6497732162513358,1.8658885967741483,2.679586238700156,33.11156280852546,3.5191328066488725,218.9791509379174,44.75179953995581,160.75021778268191,49.80854639243038,158.0891311922876,47.141991709139575,108.40789244439283,6.602599801813851,185.65829897206575,12.016937024716473,146.1335588593995,53.8548865604182,158.545719844358,48.370242888210065,29.122785876067134,39.456010897947465,31.464928153273018,4.564763039858576,207.10143693453963,49.58134743934617,180.01935870143694,36.337833494435394,175.17557211282596,31.74722399483743,109.91551357104844,9.395813607517344,188.35274081958488,11.347652362861918,167.13901011176156,40.68490102154542,174.72252527940392,32.693676051513926,38.12346993081426,44.19054913406995,0.01952784714559498,0.030387943550728845,0.03462744642546025,0.1416458563215053,0.366992856728033,0.23543759800220687,0.06099366978337883,0.032594808060863,0.03236250653348046,0.04542946744874848,0.0475927754224984,4.53320837020874,0.0475927754224984,451.0,0.24492143318666384,0.17039012566506848,0.08360830228845129,leaf3.jpeg,0
0.8733153638814016,0.5571934463181459,0.9469574616900871,0.6194802169644937,0.49306372499189643,0.7874949977721832,3.3740223033747214,4.537717112655514,37.15728704185166,4.081701448999129,194.80055464448088,55.68725099902793,152.26214951401943,52.432295922683394,150.11891524339026,51.45251044247199,105.57711024892338,3.753580539120411,177.2353105875765,13.708704882991272,130.0379451488607,57.35122137848801,152.14147434102637,52.29256368791726,43.731984053971175,46.65823733920491,36.512178872188464,4.030998088352447,181.11164854493126,50.64798449650045,168.29175994030487,33.28480723723497,166.34918985182816,32.10240614775994,105.05842927193262,3.8607069212116474,180.54638364779873,13.087736078436377,146.2998347724123,39.40814890558268,168.09527235902357,33.041280028818036,51.59202110649184,40.67456376912132,0.03153207205045132,0.04791808327666893,0.04818473927709558,0.15430049464688078,0.2781222084449955,0.1945788835113262,0.08331666733330667,0.05306454408490327,0.04549151367278642,0.06349079370158527,0.08414330093462928,3.6675007343292236,0.08414330093462928,1164.0,0.15349330490204782,0.15256407520388307,0.0005996162456027854,leaf4.jpeg,0
1.1228571428571428,0.6570616185399191,0.9632247545772029,0.7108360596146855,0.4675015162750311,0.789913636687337,3.320645117961262,3.9991813165656973,46.182330136706796,5.727940123600001,161.60914099163435,61.42466446226542,149.93171801673128,62.10610313988355,144.74929606202815,61.25611780875844,100.31725158130993,4.393419690860974,165.28256478269742,10.704622797036217,109.40602938175883,64.35747247032923,149.93171801673128,62.10610313988355,68.09586819016528,56.28670596128376,45.32889842050698,5.176409620123862,149.17345963856647,49.6416323749405,157.97599251926087,44.49465416572478,153.52447502693474,43.61052423115468,99.67828756123839,4.257118477404165,167.1464334356514,10.040885324383405,116.97594169902221,47.69294751679167,157.97443741995812,44.49501959031094,72.19352346878621,45.793970000674605,0.03147316874107325,0.05408079983676801,0.06435421342583146,0.1639563354417466,0.24351152825953887,0.18692103652315853,0.08452356661905734,0.05580493776780249,0.045500918179963275,0.0698734952050602,0.10661089573556418,3.7370476722717285,0.10661089573556418,2511.0,0.1872339195908853,0.1604077842955524,0.0037200414693147055,leaf5.jpeg,0
1.0218340611353711,0.6259603782659642,0.9512979590799985,0.6989162281192849,0.5386550348447221,0.785452578459923,3.1250360664191623,3.9235328187025873,60.41155607016423,8.419923373157356,95.76208443131306,42.48258453278811,127.89472038116533,40.01402733985329,126.40317815219996,40.272519870308926,106.97369506774203,3.923152699485643,144.49755117250925,6.177987730585252,90.28647288988262,39.54905208693809,127.89236471558998,40.016449843536805,90.426881205249,45.90822958038196,63.71150172459539,16.044989327366952,90.10403953303263,36.48132480913614,126.45374104537012,32.129943057010124,124.83995091536217,31.079723270403324,108.68582515256035,7.383421417994906,142.66834040859644,9.111401023270796,90.31323958609711,34.088716678119724,125.09286282833642,29.674060057205022,91.75698461130273,42.80273366644709,0.0036266602784210387,0.011199393116665336,0.0074196811200724,0.11076951742127818,0.45156911283238843,0.2913705448641167,0.05613670845644015,0.02205941068434081,0.029798504085815435,0.01605046714046155,0.02903989991748516,4.423892498016357,0.02903989991748516,160.0,0.23506757824915192,0.22822054628688418,0.0032104006367736915,unhealthy_leaf_1.jpg,1
0.9877300613496932,0.400109556680712,0.856131443809169,0.6225744854712579,0.628187067330401,0.7554986177796201,3.450156714643658,2.9556712211955203,65.72284238360048,12.29061278197938,73.62329625994984,31.42971053932168,109.06067359066623,34.913542883226754,110.02630574637445,35.89400464084473,113.88644231817686,4.381375744592352,136.99854159851705,7.0631216419483165,83.00787127903173,33.62139939622353,108.98581806782248,34.92148298123061,87.73139515865228,38.96378326943679,67.46211605398629,15.629074194117788,79.97534218681396,28.74446947942342,93.19144007992313,23.0402962403436,93.68282098109462,24.146809982837276,114.59102391966962,5.098969407235304,136.07273895807216,7.941385035358871,67.8192057320666,22.08393550238811,92.52506188315697,22.82731309382163,73.56172089264466,28.05530717743964,0.0051316650310762185,0.014454530585541381,0.012171518918329518,0.11931632319267256,0.41247546614327774,0.2879934031185258,0.062472740159197473,0.02753243921055501,0.038545414894777016,0.019906498746047323,0.0321529822265838,4.505974292755127,0.0321529822265838,303.0,0.24115168932828823,0.24812079699791795,0.06627383853745761,unhealthy_leaf_2.jpg,1
0.9479166666666666,0.5372594410290847,0.9509342299873146,0.7860141941391942,0.53207453146538,0.7867305123355055,3.123007119497734,4.200641783317033,72.95188372093023,7.656288565037916,88.66460465116279,22.817090661148022,131.115488372093,32.13846513923275,130.0329011627907,31.96230272399759,107.96278488372093,3.1943616624404276,136.30819186046512,5.0165806811643545,88.51590697674419,33.482175792581046,131.11122674418604,32.14234375916461,107.39833139534883,32.75541550477077,72.6970861571016,8.962087806177008,87.148734665866,19.7671991615454,130.37475050756342,31.500216684325842,129.48752966743874,30.824830179673814,108.24773669611965,3.835103429003937,136.23832890108946,5.124408122311705,88.49593663321038,35.17471036323868,130.3351348259987,31.512030652271,106.80929913356782,30.728265340076558,0.006866279069767442,0.01958139534883721,0.020848837209302324,0.1448139534883721,0.3584127906976744,0.27555232558139536,0.07563372093023256,0.030790697674418603,0.03830813953488372,0.02919186046511628,0.02466860465116279,3.964958429336548,0.02466860465116279,234.0,0.2528628989410629,0.2657299326305078,0.016327814474850544,unhealthy_leaf_3.jpg,1
1.1420765027322404,0.2464078657654685,0.8424388450653072,0.6216337229063718,0.5370889830112937,0.7298819582574108,2.6075555137774145,2.9121444807317314,32.30917324839384,3.6594062175695337,89.08527534912947,23.577150716805885,132.7250192305609,40.616886419601926,136.24952059024278,39.97171623995884,119.10341166401231,3.988955532397533,151.01082328468814,5.588469940770761,127.74060952752409,37.78232777620626,132.05869925569604,41.09217941534837,88.45826155729624,34.20349537895466,39.590432881269535,39.76114431810562,75.91157927213705,27.650070071673237,117.10212349256174,40.27385487849569,117.70949199833662,41.565560636165195,124.2933585523227,7.158127045934343,143.32666639837956,11.005440017547398,113.59799187090023,38.29542730356604,111.66961111781829,41.00727585521461,84.397796021302,38.90881595514096,0.019100551456647272,0.036846838062426196,0.05823338858733925,0.19276064181319813,0.27288978450937695,0.21263041570513863,0.08605540568357872,0.03772440168578889,0.03349909535107962,0.050259477145426376,0.07760479301416019,3.514967441558838,0.07760479301416019,1344.0,0.20854938529129197,0.16968448256673757,0.380920761398849,unhealthy_leaf_4.jpg,1
